Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-03 00:00:00-05:00,13.550151881059854,13.62245282975101,13.29236326791589,13.35917854309082,199520000,0.004,0.0
2020-12-04 00:00:00-05:00,13.411531775587404,13.522726016865583,13.351946414993474,13.520980834960938,202244000,0.0,0.0
2020-12-07 00:00:00-05:00,13.56386361302514,13.69350639302831,13.462892225669556,13.569348335266113,223244000,0.0,0.0
2020-12-08 00:00:00-05:00,13.547657637897526,13.561369918030191,13.244991722634671,13.31330394744873,271920000,0.0,0.0
2020-12-09 00:00:00-05:00,13.263941103643397,13.377128770915917,12.83287919756366,12.895207405090332,401300000,0.0,0.0
2020-12-10 00:00:00-05:00,12.83362825482043,13.032829161797126,12.814181122786707,12.936594009399414,207764000,0.0,0.0
2020-12-11 00:00:00-05:00,12.93160494842232,12.98421053285206,12.787751552582478,12.977478981018066,209264000,0.0,0.0
2020-12-14 00:00:00-05:00,13.05202320769895,13.351946267194858,13.041552116386985,13.27216625213623,270156000,0.0,0.0
2020-12-15 00:00:00-05:00,13.402807793865751,13.426991168173245,13.150503908909764,13.323776245117188,193016000,0.0,0.0
2020-12-16 00:00:00-05:00,13.385604082057556,13.40031401679967,13.176181289004699,13.206099510192871,223116000,0.0,0.0
2020-12-17 00:00:00-05:00,13.330007078417685,13.342722654952567,13.142274953172642,13.304577827453613,231384000,0.0,0.0
2020-12-18 00:00:00-05:00,13.34222373459072,13.368152289041408,13.034572396275758,13.235518455505371,342064000,0.0,0.0
2020-12-21 00:00:00-05:00,13.038807161461182,13.333245451625084,12.931851781115977,13.295598983764648,302332000,0.0,0.0
2020-12-22 00:00:00-05:00,13.282637425656816,13.300587596287624,13.018116353896726,13.24174976348877,185580000,0.0,0.0
2020-12-23 00:00:00-05:00,13.219560399552407,13.238508224072032,12.969250916494191,12.973488807678223,179144000,0.0,0.0
2020-12-24 00:00:00-05:00,13.001414896405095,13.09640321805808,12.90318633714113,12.95803451538086,97884000,0.0,0.0
2020-12-28 00:00:00-05:00,13.026594766213018,13.026594766213018,12.728167672465434,12.864541053771973,212564000,0.0,0.0
2020-12-29 00:00:00-05:00,12.88947067539617,13.03656525089011,12.806947827204214,12.907670021057129,170372000,0.0,0.0
2020-12-30 00:00:00-05:00,12.954541407319397,13.177427290787712,12.86129923874275,13.109614372253418,225396000,0.0,0.0
2020-12-31 00:00:00-05:00,13.100392438227601,13.114852247724388,12.879500873262884,13.019116401672363,192424000,0.0,0.0
2021-01-04 00:00:00-05:00,13.068231257376159,13.61497452037514,12.926870540500145,13.077455520629883,560640000,0.0,0.0
2021-01-05 00:00:00-05:00,13.063740838543046,13.406545935001123,13.051026213036597,13.367902755737305,322760000,0.0,0.0
2021-01-06 00:00:00-05:00,13.186153937581938,13.20859212779039,12.551404137533451,12.579825401306152,580424000,0.0,0.0
2021-01-07 00:00:00-05:00,12.931855368359583,13.340978357195587,12.851078640686227,13.307320594787598,461480000,0.0,0.0
2021-01-08 00:00:00-05:00,13.325771189955528,13.38410973127691,13.006151763416414,13.240256309509277,292528000,0.0,0.0
2021-01-11 00:00:00-05:00,13.381863034223812,13.922623075761006,13.325768040159632,13.58405590057373,518344000,0.0,0.0
2021-01-12 00:00:00-05:00,13.714696165855404,13.716691474669126,13.308317002723243,13.44768238067627,291476000,0.0,0.0
2021-01-13 00:00:00-05:00,13.452917423562095,13.58754655344523,13.348206512132624,13.494552612304688,210028000,0.0,0.0
2021-01-14 00:00:00-05:00,13.53768526071532,13.562366985194982,13.144269871017764,13.163965225219727,283120000,0.0,0.0
2021-01-15 00:00:00-05:00,13.191639804834592,13.288622477957393,12.813183501792167,12.824152946472168,277780000,0.0,0.0
2021-01-19 00:00:00-05:00,12.98046965013086,13.058006130746405,12.808693348790966,12.989445686340332,226188000,0.0,0.0
2021-01-20 00:00:00-05:00,13.075707553077883,13.3935817408933,13.020859385968903,13.329010009765625,258572000,0.0,0.0
2021-01-21 00:00:00-05:00,13.381614853404404,13.960768938045424,13.21657009570314,13.829380989074707,337780000,0.0,0.0
2021-01-22 00:00:00-05:00,13.70223306598084,13.803703761769464,13.589792925099978,13.674808502197266,246820000,0.0,0.0
2021-01-25 00:00:00-05:00,13.743863672272113,13.790485224919632,13.200112626302392,13.615716934204102,251112000,0.0,0.0
2021-01-26 00:00:00-05:00,13.5431674193173,13.607240791126264,13.350698128081614,13.398317337036133,163980000,0.0,0.0
2021-01-27 00:00:00-05:00,13.193634056363793,13.196376893038126,12.75858344917115,12.882243156433105,371272000,0.0,0.0
2021-01-28 00:00:00-05:00,12.96052533062159,13.303081235490758,12.924873214198879,13.015124320983887,228316000,0.0,0.0
2021-01-29 00:00:00-05:00,13.039058952317665,13.298095310812332,12.876008552222784,12.9540433883667,271552000,0.0,0.0
2021-02-01 00:00:00-05:00,13.0173689240045,13.23427078347325,12.867282328759186,13.200613975524902,217204000,0.0,0.0
2021-02-02 00:00:00-05:00,13.361922619654232,13.534695673016254,13.24898316718487,13.519488334655762,220440000,0.0,0.0
2021-02-03 00:00:00-05:00,13.598515418591797,13.893453042028312,13.479344705708954,13.493306159973145,245408000,0.0,0.0
2021-02-04 00:00:00-05:00,13.493805954300223,13.635914172427226,13.30108745905453,13.626689910888672,201340000,0.0,0.0
