Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-28 00:00:00-05:00,348.0358434497332,348.8316485795175,347.4085822635312,348.4384460449219,39000400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,349.97386928148484,350.1517561492149,347.1838797622155,347.7737121582031,53680500,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,348.59761582943503,349.309163326104,347.87672541470425,348.2699279785156,49455300,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,348.07329981131994,350.76966004136113,347.55838220794396,350.0393981933594,78520700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,351.3782264882775,351.50931305450376,341.5571340888975,345.27398681640625,110210800,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,344.62807910937784,348.7475070352007,344.5812502204937,347.652099609375,66426200,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,346.1353308484213,352.9417755588274,345.58295579138974,349.73046875,107997700,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,352.11781010059394,355.6754898622392,351.93992325535066,354.926513671875,68766800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,356.3215931795571,357.1641987712251,353.05414292479645,356.9488830566406,71677200,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,353.7562604316976,356.3121626841168,353.634545358418,354.5426940917969,51034700,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,354.7299869126949,355.63810716269546,352.3612856414251,354.61761474609375,52547700,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,354.54273738594145,356.5743507797134,353.7563036298087,355.5726013183594,45303600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,356.3215157720566,356.8270904458733,353.9903008081656,354.32733154296875,49989100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,352.6983267651689,353.50347486868293,349.8709083416187,351.7433776855469,107160000,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,354.21501856397003,355.04828112745787,352.7264088801036,354.5052490234375,51233300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,356.8083124685941,360.25367710331125,356.4151099832269,359.41107177734375,61836100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,359.9728892534959,360.4035778093052,358.8119673084487,359.73883056640625,47840100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,357.8756522885155,359.635777792092,357.49179269919415,358.4654846191406,52860500,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,359.20515186913644,360.2349871014211,354.327348891495,359.8792419433594,70402000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,360.83420044671493,361.2461459790852,359.0834462199482,359.3175048828125,42665300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,355.97519695346097,356.06882614782535,348.28871724217606,350.5356750488281,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,352.361256685765,357.57609050684005,351.9212538321037,353.55029296875,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,351.67781325155534,352.6515052518927,344.7871116230642,346.47235107421875,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,349.88960493835793,353.2787697068861,346.7625847217708,352.23956298828125,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,355.44155743678897,358.7839227305628,352.3239079372017,357.22039794921875,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,358.05359573948704,359.2332605872249,356.2185837542622,357.501220703125,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,358.54040499201744,361.6112534277355,357.61354185359323,361.564453125,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,363.4462927053067,363.6990657681727,361.5176516643229,362.9875183105469,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,364.4480887944784,365.65583961523026,363.58676882943416,365.6090393066406,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,364.7663661814191,365.96477395529973,364.354449223665,365.3655700683594,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,367.1164090497017,367.2662100560259,362.79100856421474,365.20648193359375,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,366.292467914223,366.7137849728556,363.3527057088948,365.7962646484375,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,364.9909864039327,367.8464898941136,364.916071651864,367.60308837890625,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,368.838942767774,369.03557258814334,366.5638997458716,367.2847900390625,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,365.5247267940273,367.6218831648104,364.5042059322884,367.3691101074219,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,364.7476228736973,366.5545487374823,363.0155832040393,365.8055725097656,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,367.06956433626385,367.35979482228066,364.710234486557,365.1596374511719,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,362.37900752952436,364.77576612098994,362.0794055626871,362.3509216308594,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,360.1320514093147,364.1485063646974,355.9564525513784,362.79095458984375,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,361.69554661169246,367.2193543140166,360.7031400947551,366.7886657714844,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,365.51541540553666,366.8916816430611,356.4994701119192,357.95062255859375,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,359.84185856528967,360.993409107362,354.11210604178865,356.10626220703125,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,361.0027141509435,365.9928608201491,356.3028265082272,364.73828125,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,364.9630301753362,365.19708885839384,361.3866066410272,361.8921813964844,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,361.189973661977,362.16363712651844,356.99563214374973,357.0986328125,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,356.91133529810116,359.51406619697525,348.1669080540909,352.6795654296875,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,356.199817756297,360.2256437904817,348.878484696464,359.1676940917969,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,360.1319874445202,362.9594055155438,357.09859662848083,357.37945556640625,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,361.2461579907032,365.04726851627913,360.7405832620537,362.48199462890625,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,364.8412819184215,366.4422351649294,363.41821554059374,364.73828125,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,367.21933823136976,370.4212448317139,366.7605638102097,368.4364318847656,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,367.06945868384975,369.07298560973624,366.2549392593646,368.93255615234375,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,369.18539790534726,371.3949265422265,367.03206963349646,371.1327819824219,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,371.7506472869531,372.46216609264167,369.8875211655964,370.66461181640625,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,369.3726276607322,372.7337063739402,368.22104884168846,371.9285583496094,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,369.32588557890006,371.4230422255199,365.8337197596479,366.5171813964844,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,366.21467340200024,367.80209436326294,363.65037138799335,365.8389587402344,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,366.3555844952755,370.1503687335983,366.2992287259354,368.76019287109375,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,368.1214151171721,369.5773200301121,365.0686872256884,365.8576965332031,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,367.26676429162904,368.9105413696606,363.95103224655037,363.99798583984375,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,362.55145301854907,366.8440373087944,360.5976906558318,366.045654296875,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,367.20081963589047,372.3481978455288,366.5996820874588,371.9443054199219,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,370.460290857603,372.6676538345254,368.9668057792232,371.75653076171875,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,370.47914366616993,371.4466226295594,369.16409922528067,370.77032470703125,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,371.34326399936833,373.8418081671427,371.3150861152096,372.2731628417969,112734200,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,374.2176093114008,376.349841477788,374.0109618914249,376.29345703125,99682900,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,378.9703991036064,382.2391771244886,378.8952676312016,381.6943664550781,91684800,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,381.1307984909578,382.52094568198214,380.792635211254,381.46893310546875,62021000,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,381.2998604572925,382.2579371835131,380.8396121278128,381.910400390625,55836300,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,383.1691433515985,383.779683417226,382.22984212287975,383.72332763671875,57863100,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,383.601220297943,386.6821270027682,383.4791065588632,386.5130310058594,61104600,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,385.9118138275653,386.9262462744944,385.30127392287335,386.65386962890625,56704900,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,386.55057736501305,388.42917954960046,386.1654604773493,387.7998352050781,56551000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,387.7716753560826,388.8330902261772,385.93065315580645,386.4754638671875,61659900,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,388.62638997889565,390.8995110315357,388.5794363945601,390.6271057128906,60229800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,391.9233370750753,392.54327916671264,390.4956098933959,391.9327392578125,82037300,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,390.9934243141692,391.4442704264012,388.67334981100794,390.00714111328125,78498500,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,388.78607743574787,389.89444572779433,385.6675912594759,387.1517028808594,81851800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,386.5317314961308,391.02158875565004,386.3908134257118,390.81494140625,66793000,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,390.6459606729042,391.4819237726124,386.17487812172334,387.24566650390625,97582800,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,387.80921498913796,392.8626591602239,387.73408351877964,391.4443054199219,73209200,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,392.1017789876383,392.8344325598446,391.5100148206276,392.2614440917969,52182400,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,392.5620883130966,392.75936217623746,391.03102298643597,392.1769714355469,51303100,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,392.44935635947223,393.5765290480743,391.59458899256765,392.0642395019531,51238900,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,394.80691048097435,395.1826250597011,391.16241887043657,394.56268310546875,78544300,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,392.2803528707702,393.1351203767259,391.068646333185,391.9703674316406,85527000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,393.9709956658209,394.35611250011635,392.31784546480463,392.815673828125,68128300,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,390.8149698608731,391.31279823905703,386.6820512371507,390.39227294921875,101591200,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,392.0454082919651,392.2802335134093,389.950756997215,390.51434326171875,60162200,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,390.5895188292249,393.76436076811603,388.5700274297809,393.63287353515625,74321400,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,394.4031187718038,397.1552638788367,393.71741870821324,396.49774169921875,67733800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,396.8547133936928,397.08013648406006,392.449388956533,392.5715026855469,81852400,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,388.0252302753278,390.0634972953382,385.1697473456406,389.0678405761719,116888000,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,386.26877132282095,387.54620695915764,379.47761458394103,380.8020324707031,134811000,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,382.36125569780376,387.32076371119285,382.3142734498256,385.37640380859375,106394000,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,388.1285362255918,392.14874313154314,388.1003583437936,391.2939758300781,82201600,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,390.1762242849031,391.11552520819356,388.2694158920418,390.2983093261719,65129200,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,390.5612955580646,390.8055229604252,386.77591414741556,386.93560791015625,59810200,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,382.22038396362564,386.0996731004332,380.7268701153133,385.92120361328125,106467100,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,386.8041893158944,391.3410297729131,386.68210424919545,390.0729675292969,78022200,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,391.5663840001396,392.81567032112343,389.2932917445896,389.7535400390625,76578700,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,392.00793055362107,394.8070582433423,391.7637030867097,393.72686767578125,51376700,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,394.8164379566288,395.1733769784237,392.27093987805455,392.8533020019531,57451400,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,393.44500187070923,394.1400754318187,392.40239152904513,393.63287353515625,43088600,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,394.666128070574,395.1827321731997,393.55773106490165,393.83953857421875,56707700,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,395.41757999706346,395.680583154986,394.3092115933323,394.5440368652344,58520200,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,396.9204701247893,397.0613595558339,393.75503002481076,394.1965026855469,54216600,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,394.8539557985818,395.6617695624663,393.83952333379665,394.8163757324219,49097100,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,392.4869637913171,394.4970532057338,391.01225420938147,393.3511047363281,58138800,0.0,0.0,0.0
2021-06-04 00:00:00-04:00,395.21089581511285,397.249191598133,393.4168274649943,396.9486083984375,55938800,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,396.93922176181667,397.11769125205126,395.6242060431354,396.5635070800781,51555000,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,397.4276785970966,397.5216144410657,394.8070491410869,396.6480712890625,47134300,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,397.4933732181162,397.56853334739355,395.8308208390332,396.0562438964844,48436300,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,397.28670745201885,398.85535259460727,395.96228972047976,397.8972473144531,51020100,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,398.4515002184242,398.6675211051696,397.1552602371839,398.5548095703125,45570800,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,398.6675381475228,399.55048342857026,397.4182803625306,399.4471740722656,42358500,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,399.5974533103558,399.63500471228963,397.8315628029255,398.7145080566406,51508500,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,398.8554299159279,399.0808530066341,394.4313297696512,396.4883728027344,80386100,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,396.0750632085679,397.34309661977426,393.8677001370888,396.3568420410156,90949700,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,393.0547927805481,393.7521403812713,390.8025337344148,391.0098571777344,118676300,1.376,0.0,0.0
2021-06-21 00:00:00-04:00,392.78150745768414,396.79603026606236,391.9616466044744,396.6075439453125,72822000,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,396.59818964532843,399.5666626371816,395.87254310224586,398.7279357910156,57700300,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,398.8033117406512,399.61373969091704,398.1625042322118,398.247314453125,49445400,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,400.40531995318634,401.0272615121453,400.15086055645696,400.60321044921875,45110300,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,401.35704561811707,402.47847288039884,401.02720899527486,402.026123046875,58129500,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,402.55396918687217,403.0062903628767,401.34773145256673,402.836669921875,53159600,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,403.22305672448783,403.86386424563824,402.5162761105487,403.0534362792969,35970500,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,402.5915849977271,404.0711190670555,402.56331492833107,403.3926086425781,64827900,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,404.1559972589853,405.7863148923217,404.0900241663064,405.6260986328125,53441000,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,406.79464603667,409.084608229241,405.7108927994755,408.72650146484375,57697700,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,408.78301833118127,408.99977471807125,405.2302784805173,407.98199462890625,68710400,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,408.66990991539325,409.70652706116164,406.6438115789658,409.4237976074219,63549500,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,404.07113536169277,406.85115025329117,402.8837348812311,406.08782958984375,97595200,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,407.60507063763464,410.72432662563244,405.8899428637395,410.4227600097656,76238600,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,410.33794129336883,412.1473121921227,409.9044572663973,411.8928527832031,52889600,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,411.10124587606435,412.6090501060507,410.2248449127692,410.48870849609375,52911300,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,412.1943535049717,412.68440635701694,409.84785160919256,411.1011962890625,64130400,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,409.7536837004635,410.4321942087509,407.7841252653317,409.6971435546875,55126400,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,410.88457314584525,410.9316803509929,406.0878920473257,406.4836730957031,75874700,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,401.63031860004264,406.54951131069714,397.6534997515137,400.4806213378906,147987000,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,401.14978007232145,407.501400747123,400.3487563752901,406.2197570800781,99608200,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,407.4259674911037,409.6499850627454,406.1726227380265,409.50860595703125,64724400,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,409.687761380286,410.6112984740335,408.6982799476116,410.36627197265625,47878500,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,412.30742465107244,414.9272229825932,411.61951009934097,414.5879821777344,63766600,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,413.99438322594193,415.61526790525744,413.94727602229545,415.6058349609375,43719200,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,414.55977029444944,414.5880403654888,410.8656513777973,413.7116394042969,67397100,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,414.3429853060343,414.9272525731602,412.1095635711947,413.5419616699219,52472400,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,414.47495280469855,416.34083497848155,414.4655198615265,415.2571105957031,47435300,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,412.674987348463,414.7010856257601,412.54304118877417,413.24041748046875,68951200,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,414.96494144690735,415.5209386260026,412.01530638371366,412.3734130859375,58783300,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,413.1744764060181,415.85081522859116,410.9693246034538,415.7283020019531,58053900,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,414.4372984535131,415.7000763509947,413.4478171093524,413.68341064453125,46732200,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,414.85192797034676,416.3880023567007,414.53152422702374,416.3031921386719,38969700,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,416.62357793822423,417.4151686980422,416.3408484646631,416.9910888671875,46930000,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,416.96282626036293,417.2832299956223,415.87910182307905,416.65185546875,41222600,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,417.104162412718,417.8863489753924,416.41624776534786,417.1701354980469,43339300,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,418.2443985658159,418.30093870009415,417.1135383623128,418.2066955566406,44034300,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,418.0560157625395,419.60152317263015,417.15134463118073,419.46014404296875,38909400,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,419.91238917501965,420.24222579693884,419.4223650926339,420.223388671875,39470300,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,418.9135565607182,421.3448690791862,417.3492121072332,421.21295166015625,73740000,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,418.6402703129564,419.31878083043995,415.4456369974126,418.4518127441406,92673900,0.0,0.0,0.0
2021-08-18 00:00:00-04:00,417.4339681312967,419.0077453243153,413.6267979767696,413.8717956542969,89351900,0.0,0.0,0.0
2021-08-19 00:00:00-04:00,411.12954517008563,415.71893127183074,410.98819480450277,414.5126647949219,92812200,0.0,0.0,0.0
2021-08-20 00:00:00-04:00,414.8613975987066,418.14084135504487,414.3713446170172,417.8110046386719,72008700,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,419.50721489532515,422.400309988542,417.8863304587678,421.4862060546875,54973000,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,422.1553039550781,422.6924640652562,421.6370097316265,422.1553039550781,38744700,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,422.3437901020763,423.5594319185599,421.9668174753797,423.0411376953125,40529700,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,422.75844045365477,422.99403398381344,420.4496411134851,420.54388427734375,57829600,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,421.35425881775865,424.68083789165667,421.29771867840407,424.30389404296875,77235100,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,424.98239937454537,426.961390505125,424.73737293430094,426.1697998046875,48357400,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,426.07561229498003,426.4148531713381,424.9353476708091,425.5384521484375,59300200,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,426.4807397506284,426.99903390403233,425.52893288673664,425.7645263671875,48721400,0.0,0.0,0.0
2021-09-02 00:00:00-04:00,427.1970066348159,427.8849212781439,425.86825578758834,427.0744934082031,42501000,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,425.9342671830282,427.48917873679784,425.5290244526351,426.9708557128906,47170500,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,426.6221815219069,426.7164246860797,424.7657033477101,425.4442138671875,51671500,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,424.9069746431143,425.64202512276347,422.99392804871457,424.9258117675781,56181900,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,424.72806250515276,426.4902976538226,422.8621512400434,423.107177734375,57970400,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,425.04838793387586,425.4724389893883,419.64857442190095,419.7710876464844,89948200,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,422.78674564275116,423.0506092501372,418.51776320347204,420.8454284667969,83738600,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,422.29660910795604,422.50393252693954,417.67898251311084,418.5742492675781,78197100,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,418.99834698875156,422.569952703373,417.8863525079796,422.07049560546875,78792200,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,421.54283963789186,422.5228881124278,418.4329874812529,421.4014892578125,77786700,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,420.6243109675202,421.04972055207907,416.93725479469646,417.2965087890625,118425000,1.428,0.0,0.0
2021-09-20 00:00:00-04:00,411.1325667040566,412.72082022935746,405.4412816283992,410.33843994140625,166445500,0.0,0.0,0.0
2021-09-21 00:00:00-04:00,412.69247054595706,413.99711770891486,409.42141832581854,409.9508361816406,92526100,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,412.2386394237889,416.00131425425957,410.06424688851166,413.9497985839844,102350100,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,415.83116273887947,420.59595206334643,415.59481446278045,418.97930908203125,76396000,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,417.33434194671065,420.38797211616685,417.116891142323,419.6694641113281,62094800,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,418.6295117037704,419.80178990253705,417.769200530089,418.46881103515625,61371100,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,415.67991746300174,416.01081083654464,409.2985136846678,410.0359191894531,130436300,0.0,0.0,0.0
2021-09-29 00:00:00-04:00,411.4256253625887,413.1746083672385,410.15880207113577,410.7260437011719,82329200,0.0,0.0,0.0
2021-09-30 00:00:00-04:00,412.210304709682,412.9193495615743,405.36566763843695,405.7060241699219,140506000,0.0,0.0,0.0
2021-10-01 00:00:00-04:00,407.4455344069044,412.2197580892175,403.90031023159025,410.5274963378906,129240100,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,409.35517606984524,410.2627452872103,403.07775259289957,405.2332763671875,128570000,0.0,0.0,0.0
2021-10-05 00:00:00-04:00,406.74589841121053,411.7092119458161,405.9423373960166,409.4497375488281,90682500,0.0,0.0,0.0
2021-10-06 00:00:00-04:00,405.82889090218106,411.3594463789701,404.1933792827259,411.1514587402344,113032200,0.0,0.0,0.0
2021-10-07 00:00:00-04:00,414.4509309850232,417.5612537816005,414.2713039723199,414.7061767578125,72437500,0.0,0.0,0.0
2021-10-08 00:00:00-04:00,415.48135960268235,415.86897422613924,413.31640137941633,413.9497985839844,74557400,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,413.28809477013124,416.218819460325,410.8867879638434,410.9529724121094,65233300,0.0,0.0,0.0
