Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-03 00:00:00-05:00,284.4961429939882,284.893686123319,279.3478881922524,280.12310791015625,12921700,0.0,0.0
2020-12-04 00:00:00-05:00,278.5825971587646,281.72323956175984,277.5887241323964,277.9862976074219,10880300,0.0,0.0
2020-12-07 00:00:00-05:00,277.47939817773124,286.72240470836374,276.4954736387648,283.8302307128906,13007700,0.0,0.0
2020-12-08 00:00:00-05:00,284.2575982635717,284.6750078970688,279.8249032848577,281.66357421875,10747700,0.0,0.0
2020-12-09 00:00:00-05:00,281.9220148371362,285.867691804622,270.08498393467886,276.2171936035156,25189700,0.0,0.0
2020-12-10 00:00:00-05:00,273.8517825845174,277.02223996978546,270.1943067907997,275.4220886230469,20065100,0.0,0.0
2020-12-11 00:00:00-05:00,272.84793828956555,274.7860026639281,268.59416329956224,271.8739318847656,14391400,0.0,0.0
2020-12-14 00:00:00-05:00,271.6950571438995,275.52147425983287,269.89614944043467,272.5100402832031,16376900,0.0,0.0
2020-12-15 00:00:00-05:00,273.1461045592693,274.38844581524904,265.83121380274713,273.8616943359375,23979500,0.0,0.0
2020-12-16 00:00:00-05:00,273.0765898818216,276.15757230880143,270.840375347697,273.98101806640625,15885000,0.0,0.0
2020-12-17 00:00:00-05:00,275.3724063035548,278.72175354475667,271.93358379918106,272.79827880859375,16377800,0.0,0.0
2020-12-18 00:00:00-05:00,274.0803675596874,276.2967154406914,269.478760690303,274.7065124511719,26693200,0.0,0.0
2020-12-21 00:00:00-05:00,271.3074906598264,272.9871386308636,266.1492868272138,271.11865234375,16553700,0.0,0.0
2020-12-22 00:00:00-05:00,269.8365360851599,269.8365360851599,263.008633008387,265.45355224609375,17312900,0.0,0.0
2020-12-23 00:00:00-05:00,265.25478916955404,270.50243758705955,264.59882932604114,266.46728515625,14329000,0.0,0.0
2020-12-24 00:00:00-05:00,267.2325701178876,268.74324611944274,264.5689978267525,265.7616271972656,6702000,0.0,0.0
2020-12-28 00:00:00-05:00,267.0934250950006,275.6009757008323,264.03230954567135,275.3028259277344,23299700,0.0,0.0
2020-12-29 00:00:00-05:00,275.2531697721038,278.79135561501096,274.58726144336214,275.0841979980469,16383000,0.0,0.0
2020-12-30 00:00:00-05:00,276.24701912073874,276.3761971361416,270.0452308268975,270.2042541503906,11803800,0.0,0.0
2020-12-31 00:00:00-05:00,270.3334926840375,275.3923033008424,268.15690809222895,271.48638916015625,12900400,0.0,0.0
2021-01-04 00:00:00-05:00,273.0964516443011,273.3151049414783,263.575160606713,267.292236328125,15106100,0.0,0.0
2021-01-05 00:00:00-05:00,266.64618120176334,270.73098445154903,266.566654380942,269.30975341796875,9871600,0.0,0.0
2021-01-06 00:00:00-05:00,260.3947753757414,266.1095462093693,258.41697743650474,261.6967468261719,24354100,0.0,0.0
2021-01-07 00:00:00-05:00,264.27081868979917,269.9458248995876,263.1576858077317,267.0934143066406,15789800,0.0,0.0
2021-01-08 00:00:00-05:00,266.666089935615,267.3021832804523,261.56751606249094,265.9306335449219,18528300,0.0,0.0
2021-01-11 00:00:00-05:00,258.8841009304273,261.8557720797254,254.33214470906321,255.26638793945312,30412300,0.0,0.0
2021-01-12 00:00:00-05:00,255.05765536457494,258.1287195660793,248.76643689922236,249.5515899658203,26383500,0.0,0.0
2021-01-13 00:00:00-05:00,250.00879114114915,252.39408060855868,247.6731831984477,250.09823608398438,19528900,0.0,0.0
2021-01-14 00:00:00-05:00,251.8474602599048,253.46747841237277,243.1113215932303,244.135009765625,29739400,0.0,0.0
2021-01-15 00:00:00-05:00,246.38112359661773,252.3046136609989,245.6456672437145,249.81993103027344,24942900,0.0,0.0
2021-01-19 00:00:00-05:00,255.32596544418516,260.5935104973684,251.17158361915673,259.500244140625,28028500,0.0,0.0
2021-01-20 00:00:00-05:00,267.28225363065064,268.6637516335971,261.98492398481324,265.8411560058594,25199900,0.0,0.0
2021-01-21 00:00:00-05:00,267.61025315301697,271.9236583247579,265.8510785349372,271.1981201171875,20838700,0.0,0.0
2021-01-22 00:00:00-05:00,270.34341162196165,276.76382288005954,270.33346318590617,272.8181457519531,21954000,0.0,0.0
2021-01-25 00:00:00-05:00,276.4358794988977,278.38386228871553,269.84649597140043,276.3066711425781,19087000,0.0,0.0
2021-01-26 00:00:00-05:00,276.4358822328191,283.64146230270273,276.107887120364,280.3218994140625,19373600,0.0,0.0
2021-01-27 00:00:00-05:00,280.7989192423666,281.7132956884518,266.47720660271267,270.47259521484375,35346200,0.0,0.0
2021-01-28 00:00:00-05:00,275.48170853175645,285.0328437529223,263.0781930081968,263.3763427734375,37758800,0.0,0.0
2021-01-29 00:00:00-05:00,263.67451957536355,264.92680937897524,253.28856394656756,256.7472229003906,30389500,0.0,0.0
2021-02-01 00:00:00-05:00,257.9299290265486,262.55146308120544,253.34818871798493,260.4046936035156,22914300,0.0,0.0
2021-02-02 00:00:00-05:00,262.3824878363312,267.2027782433836,261.65694958352583,265.443603515625,17320800,0.0,0.0
2021-02-03 00:00:00-05:00,263.9925473517348,267.5506297569906,262.22345458512194,265.0162353515625,14223400,0.0,0.0
2021-02-04 00:00:00-05:00,265.3740416278043,266.5169895211257,262.38247416730263,264.8572082519531,16060000,0.0,0.0
2021-02-05 00:00:00-05:00,265.1652834289629,267.52078773155006,264.0422325049226,266.45733642578125,12454400,0.0,0.0
2021-02-08 00:00:00-05:00,267.10340382972845,268.2065884459274,263.37637959024386,264.9466857910156,13755200,0.0,0.0
2021-02-09 00:00:00-05:00,264.8075654034233,271.7149959514047,264.1217905011678,267.79913330078125,14613400,0.0,0.0
2021-02-10 00:00:00-05:00,270.7807174893779,272.1224218071429,266.0796871673924,270.2042541503906,14687200,0.0,0.0
2021-02-11 00:00:00-05:00,270.2241469155117,271.9037643961982,266.84495442118657,268.73333740234375,12828600,0.0,0.0
2021-02-12 00:00:00-05:00,268.86251790853225,269.51847774007956,266.69588200865024,268.8426513671875,9097600,0.0,0.0
2021-02-16 00:00:00-05:00,269.14079114049514,274.9052726290371,268.3953864046955,272.2913818359375,15417200,0.0,0.0
2021-02-17 00:00:00-05:00,269.5781489097532,272.2914335827165,267.92831580797434,271.8938903808594,12763200,0.0,0.0
2021-02-18 00:00:00-05:00,267.9183307645204,270.2837531709071,264.4000121293656,267.73944091796875,15249100,0.0,0.0
2021-02-19 00:00:00-05:00,268.2065935027777,268.6140851336497,258.5560937159537,259.95745849609375,25622600,0.0,0.0
2021-02-22 00:00:00-05:00,256.3695624794466,261.45818758498353,255.95212245770577,258.7349548339844,17434900,0.0,0.0
2021-02-23 00:00:00-05:00,257.91009074003927,265.82131277652917,253.39791316629868,264.2311096191406,21924600,0.0,0.0
2021-02-24 00:00:00-05:00,260.7227027259426,264.7479067592774,256.80687083014135,262.6905822753906,15736100,0.0,0.0
2021-02-25 00:00:00-05:00,260.6928755670529,265.304460842189,252.4834900528808,253.1295166015625,19053100,0.0,0.0
2021-02-26 00:00:00-05:00,254.8985866425429,263.92293932701955,254.8985866425429,256.0415344238281,26619500,0.0,0.0
2021-03-01 00:00:00-05:00,259.22198893469823,265.016255755827,256.31986614044337,263.28692626953125,22157300,0.0,0.0
2021-03-02 00:00:00-05:00,264.1515744293655,265.0758690739727,257.0652548261814,257.4131164550781,15191700,0.0,0.0
2021-03-03 00:00:00-05:00,258.69522870339836,259.3909216508671,253.53702506716826,253.84512329101562,15513500,0.0,0.0
2021-03-04 00:00:00-05:00,254.89861760998937,264.85721446691514,251.94681349311827,256.06146240234375,31626500,0.0,0.0
2021-03-05 00:00:00-05:00,259.0728693741557,263.8235807546986,254.0438596218207,262.6607360839844,26820100,0.0,0.0
2021-03-08 00:00:00-05:00,263.9229937990307,263.9528087792841,253.4873412472217,253.74574279785156,18391800,0.0,0.0
2021-03-09 00:00:00-05:00,259.57978768763206,266.8847615652514,258.2181862953919,264.1118469238281,22039700,0.0,0.0
