Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-11-04 09:30:00-05:00,539.7899780273438,540.5800170898438,534.219970703125,539.7899780273438,118934,0.0,0.0
2025-11-04 09:35:00-05:00,540.0272216796875,540.9598999023438,535.5499877929688,538.885009765625,37834,0.0,0.0
2025-11-04 09:40:00-05:00,539.0599975585938,540.2449951171875,537.1099853515625,539.969970703125,40625,0.0,0.0
2025-11-04 09:45:00-05:00,540.0700073242188,543.8800048828125,539.0999755859375,543.5150146484375,28240,0.0,0.0
2025-11-04 09:50:00-05:00,543.02001953125,546.9400024414062,542.8599853515625,546.8159790039062,39931,0.0,0.0
2025-11-04 09:55:00-05:00,547.0,548.64501953125,546.5789794921875,548.64501953125,25726,0.0,0.0
2025-11-04 10:00:00-05:00,548.6500244140625,549.47998046875,547.761474609375,549.0399780273438,17674,0.0,0.0
2025-11-04 10:05:00-05:00,548.0399780273438,548.4199829101562,544.8800048828125,545.2000122070312,17691,0.0,0.0
2025-11-04 10:10:00-05:00,545.0399780273438,546.3499755859375,544.27001953125,545.5700073242188,10796,0.0,0.0
2025-11-04 10:15:00-05:00,545.76611328125,545.8599853515625,544.5650024414062,544.8994750976562,8679,0.0,0.0
2025-11-04 10:20:00-05:00,544.989990234375,545.2899780273438,542.8300170898438,543.1300048828125,12430,0.0,0.0
2025-11-04 10:25:00-05:00,543.2249755859375,545.2864990234375,542.9400024414062,544.7999877929688,16377,0.0,0.0
2025-11-04 10:30:00-05:00,544.5999755859375,545.0250244140625,543.830078125,544.3800048828125,8081,0.0,0.0
2025-11-04 10:35:00-05:00,544.5,546.14501953125,544.1900024414062,545.8300170898438,7325,0.0,0.0
2025-11-04 10:40:00-05:00,546.0549926757812,548.8300170898438,545.8400268554688,547.5449829101562,17225,0.0,0.0
2025-11-04 10:45:00-05:00,547.6300048828125,548.1171264648438,545.760009765625,546.2899780273438,14154,0.0,0.0
2025-11-04 10:50:00-05:00,545.7999877929688,545.7999877929688,543.02001953125,543.4450073242188,12889,0.0,0.0
2025-11-04 10:55:00-05:00,543.1400146484375,543.1610107421875,541.2913208007812,542.6199951171875,17010,0.0,0.0
2025-11-04 11:00:00-05:00,542.97998046875,543.280029296875,540.2249755859375,540.2249755859375,12800,0.0,0.0
2025-11-04 11:05:00-05:00,540.2249755859375,541.4600219726562,539.5599975585938,540.469970703125,19513,0.0,0.0
2025-11-04 11:10:00-05:00,540.6699829101562,541.5983276367188,540.4400024414062,541.0399780273438,14035,0.0,0.0
2025-11-04 11:15:00-05:00,541.3599853515625,543.0598754882812,541.0599975585938,541.8200073242188,19463,0.0,0.0
2025-11-04 11:20:00-05:00,541.864990234375,542.1400146484375,539.9500122070312,540.8524780273438,25052,0.0,0.0
2025-11-04 11:25:00-05:00,540.5599975585938,541.39501953125,540.2055053710938,540.9600219726562,15654,0.0,0.0
2025-11-04 11:30:00-05:00,540.6900024414062,541.344970703125,539.969970703125,540.0900268554688,13958,0.0,0.0
2025-11-04 11:35:00-05:00,540.0,541.219970703125,539.2899780273438,539.6500244140625,10091,0.0,0.0
2025-11-04 11:40:00-05:00,539.1799926757812,539.4373779296875,537.6699829101562,538.530029296875,15220,0.0,0.0
2025-11-04 11:45:00-05:00,538.5700073242188,538.5700073242188,537.1400146484375,537.3001098632812,9883,0.0,0.0
2025-11-04 11:50:00-05:00,537.2009887695312,538.6900024414062,537.0,538.6900024414062,11813,0.0,0.0
2025-11-04 11:55:00-05:00,538.97998046875,539.3093872070312,537.9600219726562,538.9000244140625,10545,0.0,0.0
2025-11-04 12:00:00-05:00,538.8499755859375,539.1900024414062,538.3499755859375,538.6900024414062,6084,0.0,0.0
2025-11-04 12:05:00-05:00,538.52001953125,538.9598999023438,537.2706298828125,538.0484008789062,7277,0.0,0.0
2025-11-04 12:10:00-05:00,537.47998046875,538.0444946289062,537.380126953125,537.4099731445312,5482,0.0,0.0
2025-11-04 12:15:00-05:00,537.6799926757812,537.780029296875,536.3699951171875,536.39501953125,10285,0.0,0.0
2025-11-04 12:20:00-05:00,536.1099853515625,537.655029296875,535.6599731445312,537.3800048828125,19575,0.0,0.0
2025-11-04 12:25:00-05:00,537.6099853515625,539.4298706054688,537.6099853515625,538.25,13289,0.0,0.0
2025-11-04 12:30:00-05:00,538.2000122070312,538.3956298828125,537.6699829101562,537.9500122070312,5489,0.0,0.0
2025-11-04 12:35:00-05:00,537.8770751953125,538.3400268554688,537.72998046875,538.0,5151,0.0,0.0
2025-11-04 12:40:00-05:00,537.8400268554688,538.25,537.0,537.77001953125,6533,0.0,0.0
2025-11-04 12:45:00-05:00,538.239990234375,539.719970703125,537.989990234375,539.1500244140625,17213,0.0,0.0
2025-11-04 12:50:00-05:00,539.1500244140625,540.2000122070312,538.1400146484375,538.4000244140625,11861,0.0,0.0
2025-11-04 12:55:00-05:00,538.010009765625,538.0599975585938,536.9539184570312,537.7849731445312,10851,0.0,0.0
2025-11-04 13:00:00-05:00,537.8599853515625,538.010009765625,537.7000732421875,537.7849731445312,6597,0.0,0.0
2025-11-04 13:05:00-05:00,537.7000122070312,538.030029296875,536.8900146484375,537.1099853515625,4131,0.0,0.0
2025-11-04 13:10:00-05:00,537.1900024414062,537.8200073242188,536.8782958984375,537.8200073242188,5161,0.0,0.0
2025-11-04 13:15:00-05:00,538.0250244140625,538.1500244140625,536.3499145507812,536.4000244140625,5678,0.0,0.0
2025-11-04 13:20:00-05:00,536.4099731445312,536.719970703125,535.5,536.25,22810,0.0,0.0
2025-11-04 13:25:00-05:00,536.3800048828125,536.3800048828125,535.1599731445312,535.4500122070312,12732,0.0,0.0
2025-11-04 13:30:00-05:00,535.2750244140625,536.1799926757812,534.66748046875,534.8699951171875,16066,0.0,0.0
2025-11-04 13:35:00-05:00,534.8900146484375,535.3300170898438,533.5999755859375,533.8494873046875,25247,0.0,0.0
2025-11-04 13:40:00-05:00,533.760009765625,534.97998046875,532.6500244140625,534.97998046875,28470,0.0,0.0
2025-11-04 13:45:00-05:00,534.760009765625,536.5120239257812,534.75,535.75,11235,0.0,0.0
2025-11-04 13:50:00-05:00,536.1300048828125,537.030029296875,535.9600219726562,536.905029296875,11701,0.0,0.0
2025-11-04 13:55:00-05:00,536.6799926757812,536.77001953125,535.1801147460938,536.219970703125,4097,0.0,0.0
2025-11-04 14:00:00-05:00,535.989990234375,536.469970703125,535.0006103515625,535.469970703125,9715,0.0,0.0
2025-11-04 14:05:00-05:00,535.239990234375,535.52001953125,534.5900268554688,534.8685913085938,19890,0.0,0.0
2025-11-04 14:10:00-05:00,534.7930297851562,535.9199829101562,534.5900268554688,535.9199829101562,10769,0.0,0.0
2025-11-04 14:15:00-05:00,535.8609008789062,536.0700073242188,535.5499877929688,535.8286743164062,5443,0.0,0.0
2025-11-04 14:20:00-05:00,535.89501953125,537.25,535.89501953125,536.4332275390625,11493,0.0,0.0
2025-11-04 14:25:00-05:00,536.7899780273438,537.4849853515625,536.2000122070312,536.2000122070312,6390,0.0,0.0
2025-11-04 14:30:00-05:00,535.8250122070312,535.8336791992188,534.0999755859375,534.5599975585938,15850,0.0,0.0
2025-11-04 14:35:00-05:00,534.3599853515625,534.4995727539062,531.25,531.2899780273438,27366,0.0,0.0
2025-11-04 14:40:00-05:00,531.25,532.9998779296875,531.2249755859375,532.905029296875,13368,0.0,0.0
2025-11-04 14:45:00-05:00,532.905029296875,533.1005249023438,531.85009765625,531.85009765625,21745,0.0,0.0
2025-11-04 14:50:00-05:00,531.8499755859375,532.5700073242188,531.22998046875,531.8400268554688,14051,0.0,0.0
2025-11-04 14:55:00-05:00,531.6699829101562,532.0449829101562,531.0999755859375,532.0399780273438,10067,0.0,0.0
2025-11-04 15:00:00-05:00,532.3599853515625,533.239990234375,532.0800170898438,532.8090209960938,12206,0.0,0.0
2025-11-04 15:05:00-05:00,532.9749755859375,533.280029296875,532.3099975585938,532.4600219726562,11364,0.0,0.0
2025-11-04 15:10:00-05:00,532.847900390625,532.847900390625,531.9199829101562,532.4000854492188,9695,0.0,0.0
2025-11-04 15:15:00-05:00,532.5900268554688,533.6099853515625,532.5900268554688,533.3200073242188,9569,0.0,0.0
2025-11-04 15:20:00-05:00,533.14501953125,533.3300170898438,531.6799926757812,531.9810180664062,9528,0.0,0.0
2025-11-04 15:25:00-05:00,531.989990234375,533.1099853515625,531.780029296875,533.1099853515625,19703,0.0,0.0
2025-11-04 15:30:00-05:00,533.1099853515625,534.0800170898438,533.0125122070312,533.5800170898438,26317,0.0,0.0
2025-11-04 15:35:00-05:00,533.510009765625,534.489990234375,533.280029296875,533.9002075195312,26202,0.0,0.0
2025-11-04 15:40:00-05:00,534.25,534.4600219726562,533.5499877929688,533.5499877929688,17691,0.0,0.0
2025-11-04 15:45:00-05:00,533.6950073242188,534.47998046875,533.4299926757812,533.7249755859375,29355,0.0,0.0
2025-11-04 15:50:00-05:00,533.5,533.9500122070312,532.3499755859375,532.830078125,36827,0.0,0.0
2025-11-04 15:55:00-05:00,533.3099975585938,534.0999755859375,533.3099975585938,534.0999755859375,87603,0.0,0.0
2025-11-05 09:30:00-05:00,533.489990234375,534.39990234375,527.0,529.72998046875,72422,0.0,0.0
2025-11-05 09:35:00-05:00,530.0499877929688,533.0700073242188,529.6541748046875,532.0499877929688,20746,0.0,0.0
2025-11-05 09:40:00-05:00,532.01220703125,532.2637939453125,529.0499877929688,529.5150146484375,16378,0.0,0.0
2025-11-05 09:45:00-05:00,529.75,532.8499755859375,529.6649780273438,530.4299926757812,14334,0.0,0.0
2025-11-05 09:50:00-05:00,530.4400024414062,533.4000244140625,529.77001953125,533.4000244140625,15033,0.0,0.0
2025-11-05 09:55:00-05:00,533.0,533.6500244140625,532.2100219726562,533.0750122070312,10857,0.0,0.0
2025-11-05 10:00:00-05:00,533.0750122070312,533.0800170898438,530.8400268554688,530.8400268554688,15294,0.0,0.0
2025-11-05 10:05:00-05:00,530.8699951171875,532.3200073242188,529.260009765625,529.27001953125,11513,0.0,0.0
2025-11-05 10:10:00-05:00,529.7899780273438,530.219970703125,527.0,527.9199829101562,25900,0.0,0.0
2025-11-05 10:15:00-05:00,527.9199829101562,527.9199829101562,526.0,526.8800048828125,23531,0.0,0.0
2025-11-05 10:20:00-05:00,527.0850219726562,530.9299926757812,526.530029296875,530.9299926757812,13126,0.0,0.0
2025-11-05 10:25:00-05:00,530.9500122070312,532.2498779296875,530.4199829101562,530.9849853515625,9015,0.0,0.0
2025-11-05 10:30:00-05:00,531.114990234375,534.1900024414062,530.5599975585938,533.7777099609375,13499,0.0,0.0
2025-11-05 10:35:00-05:00,533.4600219726562,534.0,531.0599975585938,531.8250122070312,13927,0.0,0.0
2025-11-05 10:40:00-05:00,532.0900268554688,532.4299926757812,530.7999877929688,530.989990234375,12155,0.0,0.0
2025-11-05 10:45:00-05:00,530.989990234375,532.47998046875,530.7999877929688,531.75,13225,0.0,0.0
2025-11-05 10:50:00-05:00,531.8400268554688,533.2000122070312,531.8300170898438,532.5,5027,0.0,0.0
2025-11-05 10:55:00-05:00,532.3599853515625,532.8499755859375,531.8099975585938,532.5750122070312,5487,0.0,0.0
2025-11-05 11:00:00-05:00,532.5750122070312,533.0399780273438,531.6801147460938,532.030029296875,11351,0.0,0.0
2025-11-05 11:05:00-05:00,532.385009765625,532.72998046875,531.25,532.0,6751,0.0,0.0
2025-11-05 11:10:00-05:00,531.7899780273438,531.7899780273438,530.3599853515625,530.5800170898438,5938,0.0,0.0
2025-11-05 11:15:00-05:00,530.844970703125,531.25,530.0457153320312,531.0,5396,0.0,0.0
2025-11-05 11:20:00-05:00,531.0250244140625,532.0,530.6400146484375,531.9199829101562,5876,0.0,0.0
2025-11-05 11:25:00-05:00,531.9724731445312,533.3900146484375,531.9724731445312,533.0999755859375,6939,0.0,0.0
2025-11-05 11:30:00-05:00,533.2349853515625,533.5,532.9631958007812,533.3699951171875,7674,0.0,0.0
2025-11-05 11:35:00-05:00,533.2000122070312,534.1599731445312,532.8900146484375,533.5399780273438,9317,0.0,0.0
2025-11-05 11:40:00-05:00,533.52001953125,534.3499755859375,533.52001953125,534.3499755859375,6534,0.0,0.0
2025-11-05 11:45:00-05:00,534.2899780273438,535.1699829101562,533.9650268554688,534.3900146484375,11698,0.0,0.0
2025-11-05 11:50:00-05:00,534.0700073242188,534.5881958007812,532.9000244140625,533.6300048828125,8096,0.0,0.0
2025-11-05 11:55:00-05:00,533.625,534.0,532.8599853515625,533.1500244140625,5912,0.0,0.0
2025-11-05 12:00:00-05:00,533.1900024414062,533.530029296875,533.0700073242188,533.3099975585938,7546,0.0,0.0
2025-11-05 12:05:00-05:00,533.2100219726562,533.4400024414062,531.7899780273438,532.0,13064,0.0,0.0
2025-11-05 12:10:00-05:00,531.6099853515625,532.0399780273438,530.7100219726562,531.8350219726562,8071,0.0,0.0
2025-11-05 12:15:00-05:00,531.5800170898438,531.8399047851562,531.1300048828125,531.1400146484375,4058,0.0,0.0
2025-11-05 12:20:00-05:00,531.3275146484375,531.4099731445312,530.0170288085938,530.4600219726562,5693,0.0,0.0
2025-11-05 12:25:00-05:00,530.4650268554688,530.5999755859375,529.489990234375,529.646484375,9241,0.0,0.0
2025-11-05 12:30:00-05:00,529.469970703125,531.489990234375,529.4600219726562,531.1300048828125,13086,0.0,0.0
2025-11-05 12:35:00-05:00,530.9400024414062,531.4099731445312,530.82470703125,531.3300170898438,3129,0.0,0.0
2025-11-05 12:40:00-05:00,531.1699829101562,531.7999877929688,530.9600219726562,531.6500244140625,6711,0.0,0.0
2025-11-05 12:45:00-05:00,531.6624755859375,532.6300048828125,531.2999877929688,532.1300048828125,7861,0.0,0.0
